Temperature,Relative_Humidity,Wind_Speed,Soil_Temperature,Soil_Moisture,CAUTION
32.59,62,14.21,29.10,0.26,1
32.17,65,14.87,29.61,0.26,1
31.65,67,15.63,29.94,0.26,1
30.58,70,15.33,30.07,0.26,1
28.98,76,13.71,29.97,0.26,0
27.60,83,12.18,29.62,0.26,0
26.86,86,11.77,29.09,0.26,0
26.63,88,9.18,28.07,0.26,0
26.54,88,6.62,27.16,0.26,0
26.38,88,5.69,26.34,0.27,0
25.94,90,5.24,25.65,0.27,0
25.34,93,6.12,25.36,0.27,0
24.98,92,7.20,25.10,0.27,0
24.54,92,8.28,24.84,0.27,0
23.92,93,9.42,24.61,0.27,0
23.36,94,9.83,24.39,0.27,0
22.96,94,9.06,24.17,0.27,0
23.54,92,9.18,23.99,0.26,0
26.43,88,7.77,24.14,0.26,0
29.03,76,7.99,24.96,0.27,0
30.53,71,6.13,25.91,0.27,1
31.70,67,5.50,26.94,0.27,1
32.56,65,7.49,27.94,0.27,1
32.95,63,8.44,28.71,0.27,1
32.92,62,9.66,29.34,0.27,1
32.57,64,10.93,29.83,0.26,1
31.04,68,10.83,29.91,0.26,1
31.04,68,10.24,30.03,0.26,1
30.01,72,9.37,30.00,0.26,1
28.54,78,7.57,29.73,0.26,0
27.47,82,6.16,29.23,0.26,0
26.99,85,4.33,28.16,0.26,0
26.63,88,0.80,27.22,0.27,0
26.04,91,2.90,26.36,0.27,0
25.37,93,5.48,25.63,0.28,0
24.74,94,7.42,25.34,0.27,0
24.21,94,7.59,25.07,0.27,0
23.74,94,7.70,24.78,0.27,0
23.19,94,8.16,24.52,0.27,0
22.74,95,8.21,24.27,0.27,0
22.35,94,7.59,24.02,0.27,0
22.92,92,8.40,23.80,0.27,0
25.99,89,7.20,23.93,0.27,0
28.64,77,6.64,24.79,0.27,0
30.20,72,4.39,25.78,0.27,1
31.46,68,2.41,26.86,0.27,1
32.30,65,3.62,27.90,0.27,1
32.63,63,5.19,28.63,0.27,1
32.60,63,7.13,29.21,0.26,1
32.27,61,8.91,29.68,0.26,1
31.59,65,9.69,29.97,0.26,1
30.61,68,9.69,30.08,0.26,1
29.38,74,9.29,30.00,0.26,0
26.88,86,8.23,29.64,0.26,0
26.27,88,6.49,29.08,0.26,0
26.05,90,6.83,28.07,0.26,0
25.98,91,7.15,27.20,0.26,0
25.76,92,7.90,26.43,0.26,0
25.46,94,8.05,25.79,0.26,0
25.04,96,8.28,25.47,0.26,0
24.71,94,8.05,25.17,0.26,0
24.38,94,8.21,24.87,0.26,0
24.13,94,8.09,24.59,0.26,0
23.87,93,7.73,24.31,0.26,0
23.62,93,7.49,24.05,0.26,0
23.94,93,7.93,23.85,0.26,0
26.30,88,7.39,24.04,0.26,0
28.18,79,9.03,24.92,0.26,0
29.84,74,5.94,25.93,0.26,1
31.22,68,2.97,27.02,0.26,1
32.21,66,2.90,28.08,0.26,1
32.72,65,4.68,28.81,0.26,1
32.86,65,6.12,29.44,0.25,1
30.49,75,8.64,29.46,0.25,1
29.69,77,9.00,29.43,0.25,1
30.35,72,8.71,29.51,0.25,1
29.72,75,8.65,29.53,0.25,1
28.12,82,9.50,29.29,0.25,0
27.30,86,10.63,28.84,0.25,0
26.90,87,11.59,28.02,0.26,0
26.75,88,10.25,27.27,0.26,0
26.48,90,9.35,26.58,0.26,0
26.27,90,9.42,25.98,0.26,0
26.19,91,11.99,25.67,0.26,0
25.80,92,14.20,25.47,0.26,0
25.66,92,13.85,25.30,0.26,0
25.40,92,12.62,25.17,0.26,0
25.40,91,10.59,25.03,0.26,0
25.40,90,11.59,24.90,0.26,0
25.67,91,11.73,24.82,0.26,0
27.10,88,10.50,24.96,0.26,0
28.73,80,9.73,25.53,0.26,1
30.77,73,2.16,26.34,0.26,1
30.95,72,3.40,27.15,0.26,1
31.19,79,1.44,27.75,0.26,1
30.21,72,3.60,28.42,0.26,1
31.98,64,4.90,28.85,0.26,1
32.36,63,2.16,29.33,0.26,1
32.38,63,1.30,29.69,0.25,1
32.06,65,1.61,29.93,0.25,1
31.26,69,3.96,29.97,0.25,1
29.20,78,8.67,29.77,0.25,1
27.85,85,10.59,29.38,0.25,0
27.33,87,11.25,28.47,0.26,0
27.04,87,10.85,27.64,0.27,0
26.90,86,9.11,26.88,0.27,0
26.88,85,9.03,26.31,0.28,0
26.79,85,9.03,26.15,0.28,0
26.13,85,10.11,25.88,0.28,0
25.33,88,10.83,25.62,0.28,0
24.85,89,9.53,25.41,0.27,0
24.71,89,8.67,25.20,0.27,0
24.87,87,6.73,25.00,0.27,0
25.32,90,5.62,24.85,0.27,0
26.72,90,5.35,24.96,0.27,0
28.62,81,8.91,25.49,0.27,0
30.11,74,10.31,26.18,0.27,1
31.86,66,7.57,27.12,0.27,1
33.54,60,4.69,28.24,0.26,1
34.05,58,2.97,29.01,0.26,1
34.27,57,1.61,29.70,0.26,1
34.38,57,2.19,30.27,0.26,1
32.07,74,4.33,30.36,0.26,1
31.36,70,5.96,30.52,0.26,1
31.58,73,7.73,30.54,0.26,1
29.79,80,8.79,30.31,0.26,1
28.93,84,9.42,29.85,0.26,0
28.29,87,9.45,29.36,0.26,0
27.87,88,9.34,28.91,0.26,0
27.43,89,8.89,28.46,0.26,0
27.07,89,8.56,28.06,0.26,0
26.68,94,4.02,26.80,0.29,0
26.40,94,5.00,26.64,0.29,0
25.76,96,5.80,26.35,0.29,0
25.49,95,5.12,26.07,0.29,0
25.33,94,4.84,25.82,0.29,0
25.21,93,4.61,25.59,0.28,0
25.50,94,5.12,25.41,0.28,0
27.46,90,4.58,25.53,0.28,0
28.93,82,4.39,25.88,0.28,0
29.34,85,3.55,26.12,0.29,0
28.52,85,3.76,26.34,0.30,0
28.72,81,4.10,26.50,0.30,0
28.19,81,4.55,26.79,0.30,0
29.30,79,3.88,27.00,0.30,0
29.12,78,3.89,27.27,0.30,0
29.76,82,3.26,27.46,0.30,0
28.28,89,3.26,27.60,0.29,0
28.95,82,4.02,27.64,0.29,0
28.04,86,5.35,27.60,0.29,0
27.85,92,6.64,27.93,0.31,0
27.51,92,7.17,27.67,0.30,0
27.24,92,7.57,27.43,0.30,0
26.97,92,8.23,27.17,0.30,0
26.73,92,8.21,26.93,0.30,0
26.44,91,7.99,26.69,0.30,0
26.06,91,9.06,26.45,0.30,0
25.39,92,10.14,26.20,0.30,0
24.97,91,9.42,25.92,0.29,0
24.47,92,9.03,25.62,0.29,0
24.15,93,9.42,25.38,0.29,0
24.52,92,9.00,25.18,0.29,0
25.91,93,7.95,25.17,0.29,0
27.89,84,8.40,25.38,0.29,0
29.09,78,8.05,25.70,0.29,1
30.77,70,7.42,26.27,0.29,1
31.91,66,7.86,26.95,0.29,1
32.28,64,7.57,27.60,0.29,1
31.28,69,6.48,27.93,0.28,1
31.27,68,6.57,28.17,0.28,1
30.93,71,7.29,28.33,0.28,1
30.16,75,7.57,28.41,0.28,1
29.47,81,7.90,28.46,0.28,1
28.77,85,8.89,28.35,0.28,0
28.65,84,12.90,29.59,0.28,0
28.05,87,11.89,29.12,0.28,0
27.93,87,10.30,28.74,0.28,0
27.74,87,9.00,28.38,0.28,0
27.54,87,7.92,28.08,0.28,0
27.01,88,7.77,27.81,0.28,0
26.64,88,7.57,27.58,0.28,0
26.23,87,7.41,27.35,0.28,0
25.86,87,6.03,27.14,0.28,0
25.71,87,5.05,26.90,0.28,0
25.68,87,5.69,26.71,0.28,0
25.86,87,7.29,26.51,0.28,0
27.00,87,9.67,26.48,0.28,0
28.90,79,11.20,26.64,0.28,0
30.27,74,10.80,27.03,0.28,1
30.88,71,9.69,27.47,0.27,1
30.49,73,9.42,27.86,0.27,1
30.18,80,9.78,27.98,0.27,1
30.98,69,10.54,28.19,0.27,1
31.35,66,11.17,28.48,0.27,1
31.05,68,10.24,28.63,0.27,1
30.48,73,9.42,28.69,0.27,1
29.99,80,8.47,28.68,0.27,1
28.76,83,8.23,28.54,0.27,0
29.68,81,12.73,29.85,0.27,0
29.20,82,12.18,29.45,0.27,0
28.82,83,10.97,29.11,0.27,0
28.44,83,9.83,28.75,0.27,0
27.79,84,9.03,28.45,0.27,0
27.01,86,8.23,28.14,0.27,0
26.46,85,7.79,27.88,0.27,0
25.93,85,7.93,27.59,0.27,0
25.46,85,8.40,27.31,0.27,0
24.98,84,9.18,27.02,0.27,0
24.13,85,10.32,26.69,0.27,0
24.03,86,10.19,26.35,0.27,0
27.09,84,7.39,26.31,0.27,0
30.67,69,8.50,26.65,0.27,1
32.27,64,9.09,27.16,0.27,1
33.24,60,9.79,27.78,0.27,1
31.12,70,10.46,28.07,0.27,1
31.15,72,8.91,28.28,0.27,1
34.22,57,9.18,28.89,0.27,1
34.49,55,7.90,29.46,0.27,1
34.49,56,5.69,29.91,0.26,1
34.10,57,4.55,30.22,0.26,1
33.25,63,3.60,30.36,0.26,1
31.50,70,3.10,30.32,0.26,1
30.18,74,6.15,29.59,0.27,1
29.52,76,7.07,29.24,0.27,1
28.88,77,7.24,28.93,0.27,0
27.91,80,7.92,28.58,0.27,0
26.69,83,8.31,28.19,0.27,0
25.68,85,8.43,27.77,0.27,0
25.05,85,10.69,27.41,0.27,0
24.32,85,11.75,27.04,0.27,0
23.85,84,12.23,26.69,0.27,0
23.63,82,12.50,26.34,0.27,0
23.50,81,13.04,26.03,0.27,0
23.66,82,13.39,25.73,0.27,0
26.52,82,13.18,25.69,0.27,0
30.39,68,14.48,26.01,0.26,1
32.17,61,17.34,26.52,0.26,1
33.03,58,17.38,27.13,0.26,1
33.75,57,16.08,27.76,0.26,1
34.31,55,14.33,28.40,0.26,1
34.56,54,13.10,28.96,0.26,1
34.46,53,11.61,29.46,0.26,1
32.19,61,8.28,29.68,0.26,1
33.34,59,5.51,29.88,0.26,1
32.41,66,3.22,29.98,0.26,1
30.87,71,1.30,29.87,0.26,1
27.42,84,11.09,28.20,0.26,0
26.44,87,11.02,27.84,0.26,0
25.47,90,10.69,27.45,0.26,0
24.66,92,10.74,27.06,0.26,0
23.98,93,10.59,26.69,0.26,0
23.53,93,11.68,26.32,0.26,0
23.12,92,11.59,25.97,0.26,0
22.79,92,10.46,25.62,0.26,0
22.85,90,9.67,25.30,0.26,0
23.12,89,8.94,25.05,0.26,0
23.23,88,8.09,24.84,0.26,0
23.80,87,8.70,24.64,0.26,0
26.95,85,8.12,24.77,0.26,0
29.54,71,8.71,25.23,0.26,0
31.12,67,9.42,25.86,0.26,1
32.27,63,8.67,26.62,0.26,1
32.97,60,8.35,27.39,0.26,1
33.49,57,7.77,28.14,0.26,1
33.74,54,7.07,28.79,0.26,1
33.75,54,6.49,29.36,0.25,1
33.53,54,5.41,29.79,0.25,1
33.07,55,5.24,30.07,0.25,1
32.32,59,5.63,30.15,0.25,1
30.61,65,6.19,30.04,0.25,1
28.61,74,11.77,29.39,0.26,0
27.77,77,11.38,28.82,0.26,0
27.14,79,10.31,28.29,0.26,0
26.47,79,9.73,27.76,0.26,0
25.86,80,9.36,27.27,0.26,0
24.88,83,9.11,26.77,0.26,0
23.72,87,8.89,26.34,0.26,0
22.86,88,8.85,25.89,0.26,0
22.29,89,8.71,25.48,0.26,0
21.86,89,9.22,25.09,0.26,0
21.51,88,9.69,24.72,0.26,0
21.83,86,10.38,24.39,0.26,0
25.28,83,9.34,24.39,0.26,0
28.66,71,9.03,24.79,0.26,0
30.56,68,7.29,25.39,0.26,1
31.91,63,4.74,26.21,0.26,1
32.56,60,2.90,27.03,0.25,1
32.83,56,1.44,27.81,0.25,1
32.90,55,0.72,28.49,0.25,1
32.77,56,0.36,29.08,0.25,1
32.51,57,0.51,29.53,0.25,1
31.96,60,1.48,29.80,0.25,1
31.14,65,2.52,29.86,0.25,1
29.33,73,3.62,29.67,0.25,1
28.16,81,4.02,29.61,0.26,0
27.62,83,3.83,29.04,0.26,0
27.18,86,4.21,28.53,0.26,0
26.59,88,5.05,28.04,0.26,0
26.19,90,5.15,27.59,0.26,0
25.84,92,5.01,27.15,0.26,0
25.51,91,5.15,26.77,0.26,0
25.14,91,5.19,26.39,0.26,0
24.73,91,4.61,26.05,0.26,0
24.38,91,4.10,25.71,0.26,0
24.17,90,4.07,25.39,0.26,0
24.53,90,5.62,25.14,0.26,0
27.29,85,4.58,25.25,0.25,0
29.46,76,3.83,25.71,0.25,1
30.75,71,2.81,26.33,0.25,1
31.25,65,2.31,27.03,0.25,1
31.56,63,1.61,27.69,0.25,1
31.79,61,1.14,28.35,0.25,1
31.87,61,0.72,28.91,0.25,1
31.79,60,0.00,29.40,0.25,1
31.61,61,0.51,29.74,0.25,1
31.13,64,1.48,29.96,0.25,1
30.36,68,2.16,29.97,0.25,1
28.69,75,2.55,29.72,0.25,0
27.88,81,5.05,29.54,0.26,0
27.41,84,4.02,28.98,0.26,0
26.82,87,2.55,28.45,0.26,0
26.50,88,2.19,27.90,0.26,0
26.24,89,2.28,27.43,0.26,0
25.60,92,3.22,26.97,0.26,0
25.17,94,4.35,26.56,0.26,0
24.81,95,4.51,26.15,0.26,0
24.54,95,4.39,25.78,0.26,0
24.30,93,4.90,25.41,0.26,0
24.05,92,5.12,25.08,0.26,0
24.47,92,5.09,24.80,0.26,0
27.10,86,3.71,24.94,0.26,0
29.18,78,2.62,25.43,0.25,1
30.45,72,3.05,26.06,0.25,1
31.15,64,4.35,26.78,0.25,1
31.60,61,5.15,27.46,0.25,1
31.96,59,5.35,28.15,0.25,1
32.02,58,5.51,28.75,0.25,1
31.87,59,5.80,29.25,0.25,1
31.50,60,6.48,29.59,0.25,1
30.89,63,7.21,29.78,0.25,1
29.87,69,8.31,29.75,0.25,1
28.04,77,7.93,29.48,0.25,0
26.96,81,4.21,29.19,0.26,0
26.66,83,5.01,28.09,0.26,0
26.40,86,3.67,27.13,0.27,0
26.23,88,2.81,26.25,0.27,0
25.76,92,5.24,25.53,0.27,0
25.14,92,6.84,25.23,0.27,0
24.61,93,7.93,24.96,0.27,0
24.12,93,8.67,24.66,0.27,0
23.59,94,9.01,24.41,0.27,0
23.05,95,9.36,24.16,0.27,0
22.56,95,9.72,23.93,0.27,0
22.96,94,11.17,23.73,0.27,0
25.86,90,11.17,23.86,0.27,0
28.34,80,11.16,24.70,0.27,0
30.02,73,10.48,25.67,0.27,1
31.36,67,10.00,26.72,0.27,1
32.25,63,10.50,27.74,0.27,1
32.64,62,12.31,28.48,0.26,1
32.58,62,14.21,29.10,0.26,1
32.16,65,14.87,29.61,0.26,1
31.64,67,15.63,29.94,0.26,1
30.57,70,15.33,30.07,0.26,1
28.97,76,13.71,29.97,0.26,0
27.59,83,12.18,29.62,0.26,0
26.85,86,11.77,29.09,0.26,0
26.62,88,9.18,28.07,0.26,0
26.53,88,6.62,27.16,0.26,0
26.37,88,5.69,26.34,0.27,0
25.93,90,5.24,25.65,0.27,0
25.33,93,6.12,25.36,0.27,0
24.97,92,7.20,25.10,0.27,0
24.53,92,8.28,24.84,0.27,0
23.91,93,9.42,24.61,0.27,0
23.35,94,9.83,24.39,0.27,0
22.95,94,9.06,24.17,0.27,0
23.53,92,9.18,23.99,0.26,0
26.42,88,7.77,24.14,0.26,0
29.02,76,7.99,24.96,0.27,1
30.52,71,6.13,25.91,0.27,1
31.69,67,5.50,26.94,0.27,1
32.55,65,7.49,27.94,0.27,1
32.94,63,8.44,28.71,0.27,1
32.91,62,9.66,29.34,0.27,1
32.56,64,10.93,29.83,0.26,1
31.03,68,10.83,29.91,0.26,1
31.03,68,10.24,30.03,0.26,1
30.00,72,9.37,30.00,0.26,1
28.53,78,7.57,29.73,0.26,0
27.46,82,6.16,29.23,0.26,0
26.98,85,4.33,28.16,0.26,0
26.62,88,0.80,27.22,0.27,0
26.03,91,2.90,26.36,0.27,0
25.36,93,5.48,25.63,0.28,0
24.73,94,7.42,25.34,0.27,0
24.20,94,7.59,25.07,0.27,0
23.73,94,7.70,24.78,0.27,0
23.18,94,8.16,24.52,0.27,0
22.73,95,8.21,24.27,0.27,0
22.34,94,7.59,24.02,0.27,0
22.91,92,8.40,23.80,0.27,0
25.98,89,7.20,23.93,0.27,0
28.63,77,6.64,24.79,0.27,0
30.19,72,4.39,25.78,0.27,1
31.45,68,2.41,26.86,0.27,1
32.29,65,3.62,27.90,0.27,1
32.62,63,5.19,28.63,0.27,1
32.59,63,7.13,29.21,0.26,1
32.26,61,8.91,29.68,0.26,1
31.58,65,9.69,29.97,0.26,1
30.60,68,9.69,30.08,0.26,1
29.37,74,9.29,30.00,0.26,1
26.87,86,8.23,29.64,0.26,0
26.26,88,6.49,29.08,0.26,0
26.04,90,6.83,28.07,0.26,0
25.97,91,7.15,27.20,0.26,0
25.75,92,7.90,26.43,0.26,0
25.45,94,8.05,25.79,0.26,0
25.03,96,8.28,25.47,0.26,0
24.70,94,8.05,25.17,0.26,0
24.37,94,8.21,24.87,0.26,0
24.12,94,8.09,24.59,0.26,0
23.86,93,7.73,24.31,0.26,0
23.61,93,7.49,24.05,0.26,0
23.93,93,7.93,23.85,0.26,0
26.29,88,7.39,24.04,0.26,0
28.17,79,9.03,24.92,0.26,0
29.83,74,5.94,25.93,0.26,1
31.21,68,2.97,27.02,0.26,1
32.20,66,2.90,28.08,0.26,1
32.71,65,4.68,28.81,0.26,1
32.85,65,6.12,29.44,0.25,1
30.48,75,8.64,29.46,0.25,1
29.68,77,9.00,29.43,0.25,1
30.34,72,8.71,29.51,0.25,1
29.71,75,8.65,29.53,0.25,1
28.11,82,9.50,29.29,0.25,0
27.29,86,10.63,28.84,0.25,0
26.89,87,11.59,28.02,0.26,0
26.74,88,10.25,27.27,0.26,0
26.47,90,9.35,26.58,0.26,0
26.26,90,9.42,25.98,0.26,0
26.18,91,11.99,25.67,0.26,0
25.79,92,14.20,25.47,0.26,0
25.65,92,13.85,25.30,0.26,0
25.39,92,12.62,25.17,0.26,0
25.39,91,10.59,25.03,0.26,0
25.39,90,11.59,24.90,0.26,0
25.66,91,11.73,24.82,0.26,0
27.09,88,10.50,24.96,0.26,0
28.72,80,9.73,25.53,0.26,0
30.76,73,2.16,26.34,0.26,1
30.94,72,3.40,27.15,0.26,1
31.18,79,1.44,27.75,0.26,1
30.20,72,3.60,28.42,0.26,1
31.97,64,4.90,28.85,0.26,1
32.35,63,2.16,29.33,0.26,1
32.37,63,1.30,29.69,0.25,1
32.05,65,1.61,29.93,0.25,1
31.25,69,3.96,29.97,0.25,1
29.19,78,8.67,29.77,0.25,1
27.84,85,10.59,29.38,0.25,0
27.32,87,11.25,28.47,0.26,0
27.03,87,10.85,27.64,0.27,0
26.89,86,9.11,26.88,0.27,0
26.87,85,9.03,26.31,0.28,0
26.78,85,9.03,26.15,0.28,0
26.12,85,10.11,25.88,0.28,0
25.32,88,10.83,25.62,0.28,0
24.84,89,9.53,25.41,0.27,0
24.70,89,8.67,25.20,0.27,0
24.86,87,6.73,25.00,0.27,0
25.31,90,5.62,24.85,0.27,0
26.71,90,5.35,24.96,0.27,0
28.61,81,8.91,25.49,0.27,0
30.10,74,10.31,26.18,0.27,1
31.85,66,7.57,27.12,0.27,1
33.53,60,4.69,28.24,0.26,1
34.04,58,2.97,29.01,0.26,1
34.26,57,1.61,29.70,0.26,1
34.37,57,2.19,30.27,0.26,1
32.06,74,4.33,30.36,0.26,1
31.35,70,5.96,30.52,0.26,1
31.57,73,7.73,30.54,0.26,1
29.78,80,8.79,30.31,0.26,1
28.92,84,9.42,29.85,0.26,0
28.28,87,9.45,29.36,0.26,0
27.86,88,9.34,28.91,0.26,0
27.42,89,8.89,28.46,0.26,0
27.06,89,8.56,28.06,0.26,0
26.66,94,4.02,26.80,0.29,0
26.38,94,5.00,26.64,0.29,0
25.74,96,5.80,26.35,0.29,0
25.47,95,5.12,26.07,0.29,0
25.31,94,4.84,25.82,0.29,0
25.19,93,4.61,25.59,0.28,0
25.48,94,5.12,25.41,0.28,0
27.44,90,4.58,25.53,0.28,0
28.91,82,4.39,25.88,0.28,0
29.32,85,3.55,26.12,0.29,0
28.50,85,3.76,26.34,0.30,0
28.70,81,4.10,26.50,0.30,0
28.17,81,4.55,26.79,0.30,0
29.28,79,3.88,27.00,0.30,0
29.10,78,3.89,27.27,0.30,0
29.74,82,3.26,27.46,0.30,0
28.26,89,3.26,27.60,0.29,0
28.93,82,4.02,27.64,0.29,0
28.02,86,5.35,27.60,0.29,0
27.83,92,6.64,27.93,0.31,0
27.49,92,7.17,27.67,0.30,0
27.22,92,7.57,27.43,0.30,0
26.95,92,8.23,27.17,0.30,0
26.71,92,8.21,26.93,0.30,0
26.42,91,7.99,26.69,0.30,0
26.04,91,9.06,26.45,0.30,0
25.37,92,10.14,26.20,0.30,0
24.95,91,9.42,25.92,0.29,0
24.45,92,9.03,25.62,0.29,0
24.13,93,9.42,25.38,0.29,0
24.50,92,9.00,25.18,0.29,0
25.89,93,7.95,25.17,0.29,0
27.87,84,8.40,25.38,0.29,0
29.07,78,8.05,25.70,0.29,1
30.75,70,7.42,26.27,0.29,1
31.89,66,7.86,26.95,0.29,1
32.26,64,7.57,27.60,0.29,1
31.26,69,6.48,27.93,0.28,1
31.25,68,6.57,28.17,0.28,1
30.91,71,7.29,28.33,0.28,1
30.14,75,7.57,28.41,0.28,1
29.45,81,7.90,28.46,0.28,1
28.75,85,8.89,28.35,0.28,0
28.63,84,12.90,29.59,0.28,0
28.03,87,11.89,29.12,0.28,0
27.91,87,10.30,28.74,0.28,0
27.72,87,9.00,28.38,0.28,0
27.52,87,7.92,28.08,0.28,0
26.99,88,7.77,27.81,0.28,0
26.62,88,7.57,27.58,0.28,0
26.21,87,7.41,27.35,0.28,0
25.84,87,6.03,27.14,0.28,0
25.69,87,5.05,26.90,0.28,0
25.66,87,5.69,26.71,0.28,0
25.84,87,7.29,26.51,0.28,0
26.98,87,9.67,26.48,0.28,0
28.88,79,11.20,26.64,0.28,0
30.25,74,10.80,27.03,0.28,1
30.86,71,9.69,27.47,0.27,1
30.47,73,9.42,27.86,0.27,1
30.16,80,9.78,27.98,0.27,1
30.96,69,10.54,28.19,0.27,1
31.33,66,11.17,28.48,0.27,1
31.03,68,10.24,28.63,0.27,1
30.46,73,9.42,28.69,0.27,1
29.97,80,8.47,28.68,0.27,1
28.74,83,8.23,28.54,0.27,0
29.66,81,12.73,29.85,0.27,0
29.18,82,12.18,29.45,0.27,0
28.80,83,10.97,29.11,0.27,0
28.42,83,9.83,28.75,0.27,0
27.77,84,9.03,28.45,0.27,0
26.99,86,8.23,28.14,0.27,0
26.44,85,7.79,27.88,0.27,0
25.91,85,7.93,27.59,0.27,0
25.44,85,8.40,27.31,0.27,0
24.96,84,9.18,27.02,0.27,0
24.11,85,10.32,26.69,0.27,0
24.01,86,10.19,26.35,0.27,0
27.07,84,7.39,26.31,0.27,0
30.65,69,8.50,26.65,0.27,1
32.25,64,9.09,27.16,0.27,1
33.22,60,9.79,27.78,0.27,1
31.10,70,10.46,28.07,0.27,1
31.13,72,8.91,28.28,0.27,1
34.20,57,9.18,28.89,0.27,1
34.47,55,7.90,29.46,0.27,1
34.47,56,5.69,29.91,0.26,1
34.08,57,4.55,30.22,0.26,1
33.23,63,3.60,30.36,0.26,1
31.48,70,3.10,30.32,0.26,1
30.16,74,6.15,29.59,0.27,1
29.50,76,7.07,29.24,0.27,1
28.86,77,7.24,28.93,0.27,0
27.89,80,7.92,28.58,0.27,0
26.67,83,8.31,28.19,0.27,0
25.66,85,8.43,27.77,0.27,0
25.03,85,10.69,27.41,0.27,0
24.30,85,11.75,27.04,0.27,0
23.83,84,12.23,26.69,0.27,0
23.61,82,12.50,26.34,0.27,0
23.48,81,13.04,26.03,0.27,0
23.64,82,13.39,25.73,0.27,0
26.50,82,13.18,25.69,0.27,0
30.37,68,14.48,26.01,0.26,1
32.15,61,17.34,26.52,0.26,1
33.01,58,17.38,27.13,0.26,1
33.73,57,16.08,27.76,0.26,1
34.29,55,14.33,28.40,0.26,1
34.54,54,13.10,28.96,0.26,1
34.44,53,11.61,29.46,0.26,1
32.17,61,8.28,29.68,0.26,1
33.32,59,5.51,29.88,0.26,1
32.39,66,3.22,29.98,0.26,1
30.85,71,1.30,29.87,0.26,1
27.40,84,11.09,28.20,0.26,0
26.42,87,11.02,27.84,0.26,0
25.45,90,10.69,27.45,0.26,0
24.64,92,10.74,27.06,0.26,0
23.96,93,10.59,26.69,0.26,0
23.51,93,11.68,26.32,0.26,0
23.10,92,11.59,25.97,0.26,0
22.77,92,10.46,25.62,0.26,0
22.83,90,9.67,25.30,0.26,0
23.10,89,8.94,25.05,0.26,0
23.21,88,8.09,24.84,0.26,0
23.78,87,8.70,24.64,0.26,0
26.93,85,8.12,24.77,0.26,0
29.52,71,8.71,25.23,0.26,1
31.10,67,9.42,25.86,0.26,1
32.25,63,8.67,26.62,0.26,1
32.95,60,8.35,27.39,0.26,1
33.47,57,7.77,28.14,0.26,1
33.72,54,7.07,28.79,0.26,1
33.73,54,6.49,29.36,0.25,1
33.51,54,5.41,29.79,0.25,1
33.05,55,5.24,30.07,0.25,1
32.30,59,5.63,30.15,0.25,1
30.59,65,6.19,30.04,0.25,1
28.59,74,11.77,29.39,0.26,0
27.75,77,11.38,28.82,0.26,0
27.12,79,10.31,28.29,0.26,0
26.45,79,9.73,27.76,0.26,0
25.84,80,9.36,27.27,0.26,0
24.86,83,9.11,26.77,0.26,0
23.70,87,8.89,26.34,0.26,0
22.84,88,8.85,25.89,0.26,0
22.27,89,8.71,25.48,0.26,0
21.84,89,9.22,25.09,0.26,0
21.49,88,9.69,24.72,0.26,0
21.81,86,10.38,24.39,0.26,0
25.26,83,9.34,24.39,0.26,0
28.64,71,9.03,24.79,0.26,0
30.54,68,7.29,25.39,0.26,1
31.89,63,4.74,26.21,0.26,1
32.54,60,2.90,27.03,0.25,1
32.81,56,1.44,27.81,0.25,1
32.88,55,0.72,28.49,0.25,1
32.75,56,0.36,29.08,0.25,1
32.49,57,0.51,29.53,0.25,1
31.94,60,1.48,29.80,0.25,1
31.12,65,2.52,29.86,0.25,1
29.31,73,3.62,29.67,0.25,1
28.14,81,4.02,29.61,0.26,0
27.60,83,3.83,29.04,0.26,0
27.16,86,4.21,28.53,0.26,0
26.57,88,5.05,28.04,0.26,0
26.17,90,5.15,27.59,0.26,0
25.82,92,5.01,27.15,0.26,0
25.49,91,5.15,26.77,0.26,0
25.12,91,5.19,26.39,0.26,0
24.71,91,4.61,26.05,0.26,0
24.36,91,4.10,25.71,0.26,0
24.15,90,4.07,25.39,0.26,0
24.51,90,5.62,25.14,0.26,0
27.27,85,4.58,25.25,0.25,0
29.44,76,3.83,25.71,0.25,1
30.73,71,2.81,26.33,0.25,1
31.23,65,2.31,27.03,0.25,1
31.54,63,1.61,27.69,0.25,1
31.77,61,1.14,28.35,0.25,1
31.85,61,0.72,28.91,0.25,1
31.77,60,0.00,29.40,0.25,1
31.59,61,0.51,29.74,0.25,1
31.11,64,1.48,29.96,0.25,1
30.34,68,2.16,29.97,0.25,1
28.67,75,2.55,29.72,0.25,0
27.86,81,5.05,29.54,0.26,0
27.39,84,4.02,28.98,0.26,0
26.80,87,2.55,28.45,0.26,0
26.48,88,2.19,27.90,0.26,0
26.22,89,2.28,27.43,0.26,0
25.58,92,3.22,26.97,0.26,0
25.15,94,4.35,26.56,0.26,0
24.79,95,4.51,26.15,0.26,0
24.52,95,4.39,25.78,0.26,0
24.28,93,4.90,25.41,0.26,0
24.03,92,5.12,25.08,0.26,0
24.45,92,5.09,24.80,0.26,0
27.08,86,3.71,24.94,0.26,0
29.16,78,2.62,25.43,0.25,1
30.43,72,3.05,26.06,0.25,1
31.13,64,4.35,26.78,0.25,1
31.58,61,5.15,27.46,0.25,1
31.94,59,5.35,28.15,0.25,1
32.00,58,5.51,28.75,0.25,1
